x1,x2,label
-0.8486400873128949,2.5981730317599245,0.0
-0.6220949341812112,3.349420568087713,0.0
-0.7023406525792084,2.705798759090757,0.0
-0.06501896941752722,2.5731765492789878,0.0
-1.246192658466014,2.1553971071692613,0.0
-0.2819534248157965,4.1949470282038845,0.0
-0.4202288235305358,4.413486469985331,0.0
-2.6413512925503015,2.7165092114672733,0.0
0.15451234489923238,4.760022584671521,0.0
0.10300807445720245,2.2171112807410562,0.0
-0.23726771025559235,2.0939161551869256,0.0
-1.133121692301965,2.659644160115347,0.0
1.4170573175768932,3.0184088285269652,0.0
-0.7668655851079056,2.8652283378643357,0.0
2.3776086118144417,4.219943517549144,0.0
1.2612352435534397,3.3160967305757088,0.0
0.2288305660022127,3.9576515764916214,0.0
0.8807928581663557,2.408120436229648,0.0
1.2962257431566135,2.887203520928612,0.0
1.10392577710746,1.4514858548961007,0.0
-0.3157035692652268,2.476522592500208,0.0
-0.2120702229148418,4.35093654654774,0.0
1.364889028719345,1.9200018495613993,0.0
-0.6367312069333402,3.748700709469426,0.0
0.7354577510808492,2.5438836195339274,0.0
-0.007015793271933385,3.1984337947561827,0.0
1.2816816348602005,3.4476508688972802,0.0
1.1603020949132121,4.726171433080189,0.0
0.07610964563771583,2.445586299636379,0.0
-1.1375006628219437,0.8302155454643634,0.0
-0.22726367873796116,1.9279043334303922,0.0
1.1084132602435084,2.5126613039329713,0.0
-1.82120226496248,1.793165288860398,0.0
0.2956282164681347,3.8315148714320015,0.0
0.3593673382876474,2.6465561077921813,0.0
0.8014494747013059,3.2985269819154306,0.0
-0.06697022641712669,1.4841404306838197,0.0
1.4416499883261666,4.490917238315953,0.0
-1.4387825563847851,2.217655056805479,0.0
0.438700156540108,2.368592044253988,0.0
-0.098646079894612,2.676819028169872,0.0
1.1281697497516565,3.5192309582144556,0.0
0.32029088779961734,2.6255205727914714,0.0
-0.1152079274187155,4.0673020017237045,0.0
1.4959113238975872,3.8149649058607946,0.0
-0.7383842183120749,2.5319582112437025,0.0
-1.5467720495485286,2.020241514665301,0.0
-1.4573979280764693,2.342579751802637,0.0
